date	estado	regiao	variavel	quantidade
2020-01-30	Ceará	Nordeste	Suspeitos	1
2020-01-30	Ceará	Nordeste	Descartados	0
2020-01-30	Ceará	Nordeste	Confirmados	0
2020-01-30	Ceará	Nordeste	Mortes	0
2020-01-30	Minas Gerais	Sudeste	Suspeitos	1
2020-01-30	Minas Gerais	Sudeste	Descartados	0
2020-01-30	Minas Gerais	Sudeste	Confirmados	0
2020-01-30	Minas Gerais	Sudeste	Mortes	0
2020-01-30	Paraná	Sul	Suspeitos	1
2020-01-30	Paraná	Sul	Descartados	1
2020-01-30	Paraná	Sul	Confirmados	0
2020-01-30	Paraná	Sul	Mortes	0
2020-01-30	Rio de Janeiro	Sudeste	Suspeitos	1
2020-01-30	Rio de Janeiro	Sudeste	Descartados	0
2020-01-30	Rio de Janeiro	Sudeste	Confirmados	0
2020-01-30	Rio de Janeiro	Sudeste	Mortes	0
2020-01-30	Rio Grande do Sul	Sul	Suspeitos	2
2020-01-30	Rio Grande do Sul	Sul	Descartados	2
2020-01-30	Rio Grande do Sul	Sul	Confirmados	0
2020-01-30	Rio Grande do Sul	Sul	Mortes	0
2020-01-30	Santa Catarina	Sul	Suspeitos	0
2020-01-30	Santa Catarina	Sul	Descartados	2
2020-01-30	Santa Catarina	Sul	Confirmados	0
2020-01-30	Santa Catarina	Sul	Mortes	0
2020-01-30	São Paulo	Sudeste	Suspeitos	3
2020-01-30	São Paulo	Sudeste	Descartados	1
2020-01-30	São Paulo	Sudeste	Confirmados	0
2020-01-30	São Paulo	Sudeste	Mortes	0
2020-01-31	Ceará	Nordeste	Suspeitos	1
2020-01-31	Ceará	Nordeste	Descartados	0
2020-01-31	Ceará	Nordeste	Confirmados	0
2020-01-31	Ceará	Nordeste	Mortes	0
2020-01-31	Minas Gerais	Sudeste	Suspeitos	1
2020-01-31	Minas Gerais	Sudeste	Descartados	0
2020-01-31	Minas Gerais	Sudeste	Confirmados	0
2020-01-31	Minas Gerais	Sudeste	Mortes	0
2020-01-31	Paraná	Sul	Suspeitos	1
2020-01-31	Paraná	Sul	Descartados	1
2020-01-31	Paraná	Sul	Confirmados	0
2020-01-31	Paraná	Sul	Mortes	0
2020-01-31	Rio de Janeiro	Sudeste	Suspeitos	0
2020-01-31	Rio de Janeiro	Sudeste	Descartados	1
2020-01-31	Rio de Janeiro	Sudeste	Confirmados	0
2020-01-31	Rio de Janeiro	Sudeste	Mortes	0
2020-01-31	Rio Grande do Sul	Sul	Suspeitos	2
2020-01-31	Rio Grande do Sul	Sul	Descartados	3
2020-01-31	Rio Grande do Sul	Sul	Confirmados	0
2020-01-31	Rio Grande do Sul	Sul	Mortes	0
2020-01-31	Santa Catarina	Sul	Suspeitos	1
2020-01-31	Santa Catarina	Sul	Descartados	2
2020-01-31	Santa Catarina	Sul	Confirmados	0
2020-01-31	Santa Catarina	Sul	Mortes	0
2020-01-31	São Paulo	Sudeste	Suspeitos	7
2020-01-31	São Paulo	Sudeste	Descartados	2
2020-01-31	São Paulo	Sudeste	Confirmados	0
2020-01-31	São Paulo	Sudeste	Mortes	0
2020-02-01	Ceará	Nordeste	Suspeitos	1
2020-02-01	Ceará	Nordeste	Descartados	0
2020-02-01	Ceará	Nordeste	Confirmados	0
2020-02-01	Ceará	Nordeste	Mortes	0
2020-02-01	Minas Gerais	Sudeste	Suspeitos	0
2020-02-01	Minas Gerais	Sudeste	Descartados	1
2020-02-01	Minas Gerais	Sudeste	Confirmados	0
2020-02-01	Minas Gerais	Sudeste	Mortes	0
2020-02-01	Paraná	Sul	Suspeitos	1
2020-02-01	Paraná	Sul	Descartados	1
2020-02-01	Paraná	Sul	Confirmados	0
2020-02-01	Paraná	Sul	Mortes	0
2020-02-01	Rio de Janeiro	Sudeste	Suspeitos	0
2020-02-01	Rio de Janeiro	Sudeste	Descartados	1
2020-02-01	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-01	Rio de Janeiro	Sudeste	Mortes	0
2020-02-01	Rio Grande do Sul	Sul	Suspeitos	4
2020-02-01	Rio Grande do Sul	Sul	Descartados	3
2020-02-01	Rio Grande do Sul	Sul	Confirmados	0
2020-02-01	Rio Grande do Sul	Sul	Mortes	0
2020-02-01	Santa Catarina	Sul	Suspeitos	2
2020-02-01	Santa Catarina	Sul	Descartados	2
2020-02-01	Santa Catarina	Sul	Confirmados	0
2020-02-01	Santa Catarina	Sul	Mortes	0
2020-02-01	São Paulo	Sudeste	Suspeitos	8
2020-02-01	São Paulo	Sudeste	Descartados	2
2020-02-01	São Paulo	Sudeste	Confirmados	0
2020-02-01	São Paulo	Sudeste	Mortes	0
2020-02-02	Ceará	Nordeste	Suspeitos	1
2020-02-02	Ceará	Nordeste	Descartados	0
2020-02-02	Ceará	Nordeste	Confirmados	0
2020-02-02	Ceará	Nordeste	Mortes	0
2020-02-02	Minas Gerais	Sudeste	Suspeitos	0
2020-02-02	Minas Gerais	Sudeste	Descartados	1
2020-02-02	Minas Gerais	Sudeste	Confirmados	0
2020-02-02	Minas Gerais	Sudeste	Mortes	0
2020-02-02	Paraná	Sul	Suspeitos	1
2020-02-02	Paraná	Sul	Descartados	1
2020-02-02	Paraná	Sul	Confirmados	0
2020-02-02	Paraná	Sul	Mortes	0
2020-02-02	Rio de Janeiro	Sudeste	Suspeitos	0
2020-02-02	Rio de Janeiro	Sudeste	Descartados	1
2020-02-02	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-02	Rio de Janeiro	Sudeste	Mortes	0
2020-02-02	Rio Grande do Sul	Sul	Suspeitos	4
2020-02-02	Rio Grande do Sul	Sul	Descartados	3
2020-02-02	Rio Grande do Sul	Sul	Confirmados	0
2020-02-02	Rio Grande do Sul	Sul	Mortes	0
2020-02-02	Santa Catarina	Sul	Suspeitos	2
2020-02-02	Santa Catarina	Sul	Descartados	2
2020-02-02	Santa Catarina	Sul	Confirmados	0
2020-02-02	Santa Catarina	Sul	Mortes	0
2020-02-02	São Paulo	Sudeste	Suspeitos	8
2020-02-02	São Paulo	Sudeste	Descartados	2
2020-02-02	São Paulo	Sudeste	Confirmados	0
2020-02-02	São Paulo	Sudeste	Mortes	0
2020-02-03	Ceará	Nordeste	Suspeitos	0
2020-02-03	Ceará	Nordeste	Descartados	1
2020-02-03	Ceará	Nordeste	Confirmados	0
2020-02-03	Ceará	Nordeste	Mortes	0
2020-02-03	Minas Gerais	Sudeste	Suspeitos	0
2020-02-03	Minas Gerais	Sudeste	Descartados	1
2020-02-03	Minas Gerais	Sudeste	Confirmados	0
2020-02-03	Minas Gerais	Sudeste	Mortes	0
2020-02-03	Paraná	Sul	Suspeitos	0
2020-02-03	Paraná	Sul	Descartados	2
2020-02-03	Paraná	Sul	Confirmados	0
2020-02-03	Paraná	Sul	Mortes	0
2020-02-03	Rio de Janeiro	Sudeste	Suspeitos	1
2020-02-03	Rio de Janeiro	Sudeste	Descartados	1
2020-02-03	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-03	Rio de Janeiro	Sudeste	Mortes	0
2020-02-03	Rio Grande do Sul	Sul	Suspeitos	4
2020-02-03	Rio Grande do Sul	Sul	Descartados	3
2020-02-03	Rio Grande do Sul	Sul	Confirmados	0
2020-02-03	Rio Grande do Sul	Sul	Mortes	0
2020-02-03	Santa Catarina	Sul	Suspeitos	2
2020-02-03	Santa Catarina	Sul	Descartados	2
2020-02-03	Santa Catarina	Sul	Confirmados	0
2020-02-03	Santa Catarina	Sul	Mortes	0
2020-02-03	São Paulo	Sudeste	Suspeitos	7
2020-02-03	São Paulo	Sudeste	Descartados	3
2020-02-03	São Paulo	Sudeste	Confirmados	0
2020-02-03	São Paulo	Sudeste	Mortes	0
2020-02-04	Ceará	Nordeste	Suspeitos	0
2020-02-04	Ceará	Nordeste	Descartados	1
2020-02-04	Ceará	Nordeste	Confirmados	0
2020-02-04	Ceará	Nordeste	Mortes	0
2020-02-04	Minas Gerais	Sudeste	Suspeitos	0
2020-02-04	Minas Gerais	Sudeste	Descartados	1
2020-02-04	Minas Gerais	Sudeste	Confirmados	0
2020-02-04	Minas Gerais	Sudeste	Mortes	0
2020-02-04	Paraná	Sul	Suspeitos	0
2020-02-04	Paraná	Sul	Descartados	2
2020-02-04	Paraná	Sul	Confirmados	0
2020-02-04	Paraná	Sul	Mortes	0
2020-02-04	Rio de Janeiro	Sudeste	Suspeitos	1
2020-02-04	Rio de Janeiro	Sudeste	Descartados	2
2020-02-04	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-04	Rio de Janeiro	Sudeste	Mortes	0
2020-02-04	Rio Grande do Sul	Sul	Suspeitos	4
2020-02-04	Rio Grande do Sul	Sul	Descartados	3
2020-02-04	Rio Grande do Sul	Sul	Confirmados	0
2020-02-04	Rio Grande do Sul	Sul	Mortes	0
2020-02-04	Santa Catarina	Sul	Suspeitos	2
2020-02-04	Santa Catarina	Sul	Descartados	2
2020-02-04	Santa Catarina	Sul	Confirmados	0
2020-02-04	Santa Catarina	Sul	Mortes	0
2020-02-04	São Paulo	Sudeste	Suspeitos	6
2020-02-04	São Paulo	Sudeste	Descartados	5
2020-02-04	São Paulo	Sudeste	Confirmados	0
2020-02-04	São Paulo	Sudeste	Mortes	0
2020-02-05	Ceará	Nordeste	Suspeitos	0
2020-02-05	Ceará	Nordeste	Descartados	1
2020-02-05	Ceará	Nordeste	Confirmados	0
2020-02-05	Ceará	Nordeste	Mortes	0
2020-02-05	Minas Gerais	Sudeste	Suspeitos	0
2020-02-05	Minas Gerais	Sudeste	Descartados	1
2020-02-05	Minas Gerais	Sudeste	Confirmados	0
2020-02-05	Minas Gerais	Sudeste	Mortes	0
2020-02-05	Paraná	Sul	Suspeitos	0
2020-02-05	Paraná	Sul	Descartados	2
2020-02-05	Paraná	Sul	Confirmados	0
2020-02-05	Paraná	Sul	Mortes	0
2020-02-05	Rio de Janeiro	Sudeste	Suspeitos	1
2020-02-05	Rio de Janeiro	Sudeste	Descartados	2
2020-02-05	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-05	Rio de Janeiro	Sudeste	Mortes	0
2020-02-05	Rio Grande do Sul	Sul	Suspeitos	5
2020-02-05	Rio Grande do Sul	Sul	Descartados	3
2020-02-05	Rio Grande do Sul	Sul	Confirmados	0
2020-02-05	Rio Grande do Sul	Sul	Mortes	0
2020-02-05	Santa Catarina	Sul	Suspeitos	1
2020-02-05	Santa Catarina	Sul	Descartados	3
2020-02-05	Santa Catarina	Sul	Confirmados	0
2020-02-05	Santa Catarina	Sul	Mortes	0
2020-02-05	São Paulo	Sudeste	Suspeitos	4
2020-02-05	São Paulo	Sudeste	Descartados	9
2020-02-05	São Paulo	Sudeste	Confirmados	0
2020-02-05	São Paulo	Sudeste	Mortes	0
2020-02-06	Ceará	Nordeste	Suspeitos	0
2020-02-06	Ceará	Nordeste	Descartados	2
2020-02-06	Ceará	Nordeste	Confirmados	0
2020-02-06	Ceará	Nordeste	Mortes	0
2020-02-06	Minas Gerais	Sudeste	Suspeitos	2
2020-02-06	Minas Gerais	Sudeste	Descartados	2
2020-02-06	Minas Gerais	Sudeste	Confirmados	0
2020-02-06	Minas Gerais	Sudeste	Mortes	0
2020-02-06	Paraná	Sul	Suspeitos	0
2020-02-06	Paraná	Sul	Descartados	4
2020-02-06	Paraná	Sul	Confirmados	0
2020-02-06	Paraná	Sul	Mortes	0
2020-02-06	Rio de Janeiro	Sudeste	Suspeitos	2
2020-02-06	Rio de Janeiro	Sudeste	Descartados	4
2020-02-06	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-06	Rio de Janeiro	Sudeste	Mortes	0
2020-02-06	Rio Grande do Sul	Sul	Suspeitos	6
2020-02-06	Rio Grande do Sul	Sul	Descartados	10
2020-02-06	Rio Grande do Sul	Sul	Confirmados	0
2020-02-06	Rio Grande do Sul	Sul	Mortes	0
2020-02-06	Santa Catarina	Sul	Suspeitos	2
2020-02-06	Santa Catarina	Sul	Descartados	6
2020-02-06	Santa Catarina	Sul	Confirmados	0
2020-02-06	Santa Catarina	Sul	Mortes	0
2020-02-06	São Paulo	Sudeste	Suspeitos	6
2020-02-06	São Paulo	Sudeste	Descartados	20
2020-02-06	São Paulo	Sudeste	Confirmados	0
2020-02-06	São Paulo	Sudeste	Mortes	0
2020-02-07	Ceará	Nordeste	Suspeitos	0
2020-02-07	Ceará	Nordeste	Descartados	1
2020-02-07	Ceará	Nordeste	Confirmados	0
2020-02-07	Ceará	Nordeste	Mortes	0
2020-02-07	Minas Gerais	Sudeste	Suspeitos	1
2020-02-07	Minas Gerais	Sudeste	Descartados	1
2020-02-07	Minas Gerais	Sudeste	Confirmados	0
2020-02-07	Minas Gerais	Sudeste	Mortes	0
2020-02-07	Paraná	Sul	Suspeitos	0
2020-02-07	Paraná	Sul	Descartados	2
2020-02-07	Paraná	Sul	Confirmados	0
2020-02-07	Paraná	Sul	Mortes	0
2020-02-07	Rio de Janeiro	Sudeste	Suspeitos	1
2020-02-07	Rio de Janeiro	Sudeste	Descartados	2
2020-02-07	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-07	Rio de Janeiro	Sudeste	Mortes	0
2020-02-07	Rio Grande do Sul	Sul	Suspeitos	2
2020-02-07	Rio Grande do Sul	Sul	Descartados	6
2020-02-07	Rio Grande do Sul	Sul	Confirmados	0
2020-02-07	Rio Grande do Sul	Sul	Mortes	0
2020-02-07	Santa Catarina	Sul	Suspeitos	1
2020-02-07	Santa Catarina	Sul	Descartados	3
2020-02-07	Santa Catarina	Sul	Confirmados	0
2020-02-07	Santa Catarina	Sul	Mortes	0
2020-02-07	São Paulo	Sudeste	Suspeitos	3
2020-02-07	São Paulo	Sudeste	Descartados	11
2020-02-07	São Paulo	Sudeste	Confirmados	0
2020-02-07	São Paulo	Sudeste	Mortes	0
2020-02-08	Ceará	Nordeste	Suspeitos	0
2020-02-08	Ceará	Nordeste	Descartados	1
2020-02-08	Ceará	Nordeste	Confirmados	0
2020-02-08	Ceará	Nordeste	Mortes	0
2020-02-08	Minas Gerais	Sudeste	Suspeitos	1
2020-02-08	Minas Gerais	Sudeste	Descartados	1
2020-02-08	Minas Gerais	Sudeste	Confirmados	0
2020-02-08	Minas Gerais	Sudeste	Mortes	0
2020-02-08	Paraná	Sul	Suspeitos	0
2020-02-08	Paraná	Sul	Descartados	2
2020-02-08	Paraná	Sul	Confirmados	0
2020-02-08	Paraná	Sul	Mortes	0
2020-02-08	Rio de Janeiro	Sudeste	Suspeitos	1
2020-02-08	Rio de Janeiro	Sudeste	Descartados	2
2020-02-08	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-08	Rio de Janeiro	Sudeste	Mortes	0
2020-02-08	Rio Grande do Sul	Sul	Suspeitos	3
2020-02-08	Rio Grande do Sul	Sul	Descartados	6
2020-02-08	Rio Grande do Sul	Sul	Confirmados	0
2020-02-08	Rio Grande do Sul	Sul	Mortes	0
2020-02-08	Santa Catarina	Sul	Suspeitos	1
2020-02-08	Santa Catarina	Sul	Descartados	3
2020-02-08	Santa Catarina	Sul	Confirmados	0
2020-02-08	Santa Catarina	Sul	Mortes	0
2020-02-08	São Paulo	Sudeste	Suspeitos	2
2020-02-08	São Paulo	Sudeste	Descartados	13
2020-02-08	São Paulo	Sudeste	Confirmados	0
2020-02-08	São Paulo	Sudeste	Mortes	0
2020-02-09	Ceará	Nordeste	Suspeitos	0
2020-02-09	Ceará	Nordeste	Descartados	1
2020-02-09	Ceará	Nordeste	Confirmados	0
2020-02-09	Ceará	Nordeste	Mortes	0
2020-02-09	Minas Gerais	Sudeste	Suspeitos	1
2020-02-09	Minas Gerais	Sudeste	Descartados	1
2020-02-09	Minas Gerais	Sudeste	Confirmados	0
2020-02-09	Minas Gerais	Sudeste	Mortes	0
2020-02-09	Paraná	Sul	Suspeitos	1
2020-02-09	Paraná	Sul	Descartados	2
2020-02-09	Paraná	Sul	Confirmados	0
2020-02-09	Paraná	Sul	Mortes	0
2020-02-09	Rio de Janeiro	Sudeste	Suspeitos	2
2020-02-09	Rio de Janeiro	Sudeste	Descartados	2
2020-02-09	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-09	Rio de Janeiro	Sudeste	Mortes	0
2020-02-09	Rio Grande do Sul	Sul	Suspeitos	3
2020-02-09	Rio Grande do Sul	Sul	Descartados	6
2020-02-09	Rio Grande do Sul	Sul	Confirmados	0
2020-02-09	Rio Grande do Sul	Sul	Mortes	0
2020-02-09	Santa Catarina	Sul	Suspeitos	1
2020-02-09	Santa Catarina	Sul	Descartados	3
2020-02-09	Santa Catarina	Sul	Confirmados	0
2020-02-09	Santa Catarina	Sul	Mortes	0
2020-02-09	São Paulo	Sudeste	Suspeitos	3
2020-02-09	São Paulo	Sudeste	Descartados	13
2020-02-09	São Paulo	Sudeste	Confirmados	0
2020-02-09	São Paulo	Sudeste	Mortes	0
2020-02-10	Ceará	Nordeste	Suspeitos	0
2020-02-10	Ceará	Nordeste	Descartados	1
2020-02-10	Ceará	Nordeste	Confirmados	0
2020-02-10	Ceará	Nordeste	Mortes	0
2020-02-10	Minas Gerais	Sudeste	Suspeitos	1
2020-02-10	Minas Gerais	Sudeste	Descartados	1
2020-02-10	Minas Gerais	Sudeste	Confirmados	0
2020-02-10	Minas Gerais	Sudeste	Mortes	0
2020-02-10	Paraná	Sul	Suspeitos	1
2020-02-10	Paraná	Sul	Descartados	2
2020-02-10	Paraná	Sul	Confirmados	0
2020-02-10	Paraná	Sul	Mortes	0
2020-02-10	Rio de Janeiro	Sudeste	Suspeitos	1
2020-02-10	Rio de Janeiro	Sudeste	Descartados	3
2020-02-10	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-10	Rio de Janeiro	Sudeste	Mortes	0
2020-02-10	Rio Grande do Sul	Sul	Suspeitos	1
2020-02-10	Rio Grande do Sul	Sul	Descartados	8
2020-02-10	Rio Grande do Sul	Sul	Confirmados	0
2020-02-10	Rio Grande do Sul	Sul	Mortes	0
2020-02-10	Santa Catarina	Sul	Suspeitos	0
2020-02-10	Santa Catarina	Sul	Descartados	4
2020-02-10	Santa Catarina	Sul	Confirmados	0
2020-02-10	Santa Catarina	Sul	Mortes	0
2020-02-10	São Paulo	Sudeste	Suspeitos	3
2020-02-10	São Paulo	Sudeste	Descartados	13
2020-02-10	São Paulo	Sudeste	Confirmados	0
2020-02-10	São Paulo	Sudeste	Mortes	0
2020-02-11	Ceará	Nordeste	Suspeitos	0
2020-02-11	Ceará	Nordeste	Descartados	1
2020-02-11	Ceará	Nordeste	Confirmados	0
2020-02-11	Ceará	Nordeste	Mortes	0
2020-02-11	Minas Gerais	Sudeste	Suspeitos	1
2020-02-11	Minas Gerais	Sudeste	Descartados	1
2020-02-11	Minas Gerais	Sudeste	Confirmados	0
2020-02-11	Minas Gerais	Sudeste	Mortes	0
2020-02-11	Paraná	Sul	Suspeitos	1
2020-02-11	Paraná	Sul	Descartados	2
2020-02-11	Paraná	Sul	Confirmados	0
2020-02-11	Paraná	Sul	Mortes	0
2020-02-11	Rio de Janeiro	Sudeste	Suspeitos	2
2020-02-11	Rio de Janeiro	Sudeste	Descartados	3
2020-02-11	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-11	Rio de Janeiro	Sudeste	Mortes	0
2020-02-11	Rio Grande do Sul	Sul	Suspeitos	1
2020-02-11	Rio Grande do Sul	Sul	Descartados	8
2020-02-11	Rio Grande do Sul	Sul	Confirmados	0
2020-02-11	Rio Grande do Sul	Sul	Mortes	0
2020-02-11	Santa Catarina	Sul	Suspeitos	0
2020-02-11	Santa Catarina	Sul	Descartados	4
2020-02-11	Santa Catarina	Sul	Confirmados	0
2020-02-11	Santa Catarina	Sul	Mortes	0
2020-02-11	São Paulo	Sudeste	Suspeitos	3
2020-02-11	São Paulo	Sudeste	Descartados	14
2020-02-11	São Paulo	Sudeste	Confirmados	0
2020-02-11	São Paulo	Sudeste	Mortes	0
2020-02-12	Ceará	Nordeste	Suspeitos	0
2020-02-12	Ceará	Nordeste	Descartados	1
2020-02-12	Ceará	Nordeste	Confirmados	0
2020-02-12	Ceará	Nordeste	Mortes	0
2020-02-12	Minas Gerais	Sudeste	Suspeitos	1
2020-02-12	Minas Gerais	Sudeste	Descartados	1
2020-02-12	Minas Gerais	Sudeste	Confirmados	0
2020-02-12	Minas Gerais	Sudeste	Mortes	0
2020-02-12	Paraná	Sul	Suspeitos	1
2020-02-12	Paraná	Sul	Descartados	2
2020-02-12	Paraná	Sul	Confirmados	0
2020-02-12	Paraná	Sul	Mortes	0
2020-02-12	Rio de Janeiro	Sudeste	Suspeitos	2
2020-02-12	Rio de Janeiro	Sudeste	Descartados	3
2020-02-12	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-12	Rio de Janeiro	Sudeste	Mortes	0
2020-02-12	Rio Grande do Sul	Sul	Suspeitos	1
2020-02-12	Rio Grande do Sul	Sul	Descartados	8
2020-02-12	Rio Grande do Sul	Sul	Confirmados	0
2020-02-12	Rio Grande do Sul	Sul	Mortes	0
2020-02-12	Santa Catarina	Sul	Suspeitos	0
2020-02-12	Santa Catarina	Sul	Descartados	4
2020-02-12	Santa Catarina	Sul	Confirmados	0
2020-02-12	Santa Catarina	Sul	Mortes	0
2020-02-12	São Paulo	Sudeste	Suspeitos	6
2020-02-12	São Paulo	Sudeste	Descartados	14
2020-02-12	São Paulo	Sudeste	Confirmados	0
2020-02-12	São Paulo	Sudeste	Mortes	0
2020-02-13	Ceará	Nordeste	Suspeitos	0
2020-02-13	Ceará	Nordeste	Descartados	1
2020-02-13	Ceará	Nordeste	Confirmados	0
2020-02-13	Ceará	Nordeste	Mortes	0
2020-02-13	Distrito Federal	Centro-Oeste	Suspeitos	0
2020-02-13	Distrito Federal	Centro-Oeste	Descartados	1
2020-02-13	Distrito Federal	Centro-Oeste	Confirmados	0
2020-02-13	Distrito Federal	Centro-Oeste	Mortes	0
2020-02-13	Minas Gerais	Sudeste	Suspeitos	0
2020-02-13	Minas Gerais	Sudeste	Descartados	2
2020-02-13	Minas Gerais	Sudeste	Confirmados	0
2020-02-13	Minas Gerais	Sudeste	Mortes	0
2020-02-13	Paraná	Sul	Suspeitos	1
2020-02-13	Paraná	Sul	Descartados	2
2020-02-13	Paraná	Sul	Confirmados	0
2020-02-13	Paraná	Sul	Mortes	0
2020-02-13	Rio de Janeiro	Sudeste	Suspeitos	0
2020-02-13	Rio de Janeiro	Sudeste	Descartados	5
2020-02-13	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-13	Rio de Janeiro	Sudeste	Mortes	0
2020-02-13	Rio Grande do Sul	Sul	Suspeitos	2
2020-02-13	Rio Grande do Sul	Sul	Descartados	8
2020-02-13	Rio Grande do Sul	Sul	Confirmados	0
2020-02-13	Rio Grande do Sul	Sul	Mortes	0
2020-02-13	Santa Catarina	Sul	Suspeitos	0
2020-02-13	Santa Catarina	Sul	Descartados	4
2020-02-13	Santa Catarina	Sul	Confirmados	0
2020-02-13	Santa Catarina	Sul	Mortes	0
2020-02-13	São Paulo	Sudeste	Suspeitos	3
2020-02-13	São Paulo	Sudeste	Descartados	17
2020-02-13	São Paulo	Sudeste	Confirmados	0
2020-02-13	São Paulo	Sudeste	Mortes	0
2020-02-14	Ceará	Nordeste	Suspeitos	0
2020-02-14	Ceará	Nordeste	Descartados	1
2020-02-14	Ceará	Nordeste	Confirmados	0
2020-02-14	Ceará	Nordeste	Mortes	0
2020-02-14	Distrito Federal	Centro-Oeste	Suspeitos	0
2020-02-14	Distrito Federal	Centro-Oeste	Descartados	1
2020-02-14	Distrito Federal	Centro-Oeste	Confirmados	0
2020-02-14	Distrito Federal	Centro-Oeste	Mortes	0
2020-02-14	Minas Gerais	Sudeste	Suspeitos	0
2020-02-14	Minas Gerais	Sudeste	Descartados	2
2020-02-14	Minas Gerais	Sudeste	Confirmados	0
2020-02-14	Minas Gerais	Sudeste	Mortes	0
2020-02-14	Paraná	Sul	Suspeitos	1
2020-02-14	Paraná	Sul	Descartados	2
2020-02-14	Paraná	Sul	Confirmados	0
2020-02-14	Paraná	Sul	Mortes	0
2020-02-14	Rio de Janeiro	Sudeste	Suspeitos	0
2020-02-14	Rio de Janeiro	Sudeste	Descartados	5
2020-02-14	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-14	Rio de Janeiro	Sudeste	Mortes	0
2020-02-14	Rio Grande do Sul	Sul	Suspeitos	2
2020-02-14	Rio Grande do Sul	Sul	Descartados	8
2020-02-14	Rio Grande do Sul	Sul	Confirmados	0
2020-02-14	Rio Grande do Sul	Sul	Mortes	0
2020-02-14	Santa Catarina	Sul	Suspeitos	0
2020-02-14	Santa Catarina	Sul	Descartados	4
2020-02-14	Santa Catarina	Sul	Confirmados	0
2020-02-14	Santa Catarina	Sul	Mortes	0
2020-02-14	São Paulo	Sudeste	Suspeitos	1
2020-02-14	São Paulo	Sudeste	Descartados	20
2020-02-14	São Paulo	Sudeste	Confirmados	0
2020-02-14	São Paulo	Sudeste	Mortes	0
2020-02-15	Ceará	Nordeste	Suspeitos	0
2020-02-15	Ceará	Nordeste	Descartados	1
2020-02-15	Ceará	Nordeste	Confirmados	0
2020-02-15	Ceará	Nordeste	Mortes	0
2020-02-15	Distrito Federal	Centro-Oeste	Suspeitos	0
2020-02-15	Distrito Federal	Centro-Oeste	Descartados	1
2020-02-15	Distrito Federal	Centro-Oeste	Confirmados	0
2020-02-15	Distrito Federal	Centro-Oeste	Mortes	0
2020-02-15	Minas Gerais	Sudeste	Suspeitos	0
2020-02-15	Minas Gerais	Sudeste	Descartados	2
2020-02-15	Minas Gerais	Sudeste	Confirmados	0
2020-02-15	Minas Gerais	Sudeste	Mortes	0
2020-02-15	Paraná	Sul	Suspeitos	0
2020-02-15	Paraná	Sul	Descartados	3
2020-02-15	Paraná	Sul	Confirmados	0
2020-02-15	Paraná	Sul	Mortes	0
2020-02-15	Rio de Janeiro	Sudeste	Suspeitos	0
2020-02-15	Rio de Janeiro	Sudeste	Descartados	5
2020-02-15	Rio de Janeiro	Sudeste	Confirmados	0
2020-02-15	Rio de Janeiro	Sudeste	Mortes	0
2020-02-15	Rio Grande do Sul	Sul	Suspeitos	1
2020-02-15	Rio Grande do Sul	Sul	Descartados	9
2020-02-15	Rio Grande do Sul	Sul	Confirmados	0
2020-02-15	Rio Grande do Sul	Sul	Mortes	0
2020-02-15	Santa Catarina	Sul	Suspeitos	0
2020-02-15	Santa Catarina	Sul	Descartados	4
2020-02-15	Santa Catarina	Sul	Confirmados	0
2020-02-15	Santa Catarina	Sul	Mortes	0
2020-02-15	São Paulo	Sudeste	Suspeitos	2
2020-02-15	São Paulo	Sudeste	Descartados	20
2020-02-15	São Paulo	Sudeste	Confirmados	0
2020-02-15	São Paulo	Sudeste	Mortes	0
2020-02-16	Ceará	Nordeste	Suspeitos	0
2020-02-16	Ceará	Nordeste	Descartados	1
2020-02-16	Ceará	Nordeste	Confirmados	0
2020-02-16	Ceará	Nordeste	Mortes	0
2020-02-16	Distrito Federal	Centro-Oeste	Suspeitos	0
2020-02-16	Distrito Federal	Centro-Oeste	Descartados	1
2020-02-16	Distrito Federal	Centro-Oeste	Confirmados	0
2020-02-16	Distrito Federal	Centro-Oeste	Mortes	0
2020-02-16	Minas Gerais	Sudeste	Suspeitos	0
2020-02-16	Minas Gerais	Sudeste	Descartados	2
2020-02-16	Minas Gerais	Sudeste	Confirmados	0
2020-02-16	Minas Gerais	Sudeste	Mortes	0
2020-02-16	Paraná	Sul	Suspeitos	0
2020-02-16	Paraná	Sul	Descartados	3
2020-02-16	Paraná	Sul	Confirmados	0
2020-02-16	Paraná	Sul	Mortes	0
2020-02-16	Rio de Janeiro	Sudeste	Suspeitos	0
2020-02-16	Rio de Janeiro	Sudeste	Descartados	5
